Name of MB,Type of MB,Types of contaminants,CAS,SMILES,Compound Mw (g/mol),Compound size (nm),Compound stokes radius rs (nm),Compound charge,Compound log K ow,Density (g·cm-3),Diffusion coefficient (cm2·s-1),pKa1,pKa2,log D (pH=5.5),log D (pH=7.4),WS (mg/L),MinPartialCharge,MaxPartialCharge,Surface tension γs (dyne·cm-1),Min projection (Å),Max projection (Å),Total charge,E,S,A,B,V,MB MWCO (Da),MB pore radius rp (nm),rs/rp,ΦS,ΦD,∆Gs-m (J·m-2),MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),"MB surface charge density , σm (mC·m-2)","MB volume charge density, δm (mol·m-3)",RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Reference,RD_MW,RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FracCSP3,Removal rate (%),zone
UTC70,RO,Diethyl phthalate,84-66-2,CCOC(=O)C1=CC=CC=C1C(=O)OCC,222.24,0.550372601062226,0.394467352313195,0.0,2.694,1.12,1.89340341673317e-09,7.84,,,,1.08,-0.462372421938292,0.338495872733042,39.3,4.39,6.9,0.0,0.73,1.26,0.0,0.9,1.7106,65.0,0.171217516485414,2.30389600556319,1.70014479332364,1.0,-0.682482848180056,54.4,47.5044003738735,-15.88,-1.17752296418172,-71.2787200719548,66.1,300.0,10.0,10.0,7.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,222.23999999999995,2.04,52.60000000000001,4,0,1,4,0.3333333333333333,88.0,low
NF90,NF,Acenaphthylene,208-96-8,C1=CC2=CC=CC3=C2C(=C1)C=C3,152.196,0.453080566786968,0.330742852145058,0.0,3.329,0.8988,1.3719131927496e-09,14.0,,3.93,3.93,9.0,-0.0610326004092226,-0.00388571924367954,54.7,4.34,4.73,0.0,1.75,1.14,0.0,0.26,1.2156,118.0,0.23866774606206,1.38578780586069,0.148832231150805,1.0,-1.01790851412188,47.3,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,480.0,0.65,7.0,Rejection of Organic Micropollutants by Clean and Fouled Nanofiltration Membranes,152.19599999999997,3.3236000000000017,0.0,0,0,3,0,0.0,92.4,high
NF270,NF,Estrone,53-16-7,C[C@]12CCC3C4=CC=C(O)C=C4CC[C@H]3[C@H]1CCC2=O,270.372,0.526205283135774,0.432150461890349,0.0,4.309,1.236,1.86897167404388e-09,10.25,,3.13,3.13,30.0,-0.507956032195299,0.138555679347761,46.0,4.06,6.82,0.0,1.73,2.05,0.5,1.08,2.1558,340.0,0.430317700421346,1.00425908919668,1.81398407852768e-05,1.0,-0.859757365374628,29.8,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,344.74,1440.0,0.00109,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,270.37199999999996,3.817400000000002,37.3,2,1,4,0,0.6111111111111112,19.3,low
DK,NF,Linuron,330-55-2,CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,249.09,0.504303480059379,0.415972115236566,0.0,2.299,1.49,2.54595013129281e-09,12.13,,3.2,3.2,75.0,-0.306009809679875,0.344982322746833,49.3,3.98,6.39,0.0,1.46,1.22,0.33,0.8,1.6579,250.0,0.362583501346483,1.14724501719416,0.0216810950885085,1.0,-0.919805316897683,40.6,40.0707884386611,-17.39,-1.2935585585631,-36.9757298922987,7.4,1000.0,10.0,11.6545,7.0,Removal of phenyl-urea herbicides in ultrapure water by ultrafiltration and nanofiltration processes,249.09699999999998,3.0185000000000013,41.57,2,1,1,2,0.2222222222222222,75.333,low
XLE,RO,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,28.8255,1.89,2.23,0.58,1.29,1.7244,96.0,0.212755369932112,1.97040421223006,0.941684335113843,0.325516334872425,-1.41177443804093,65.0,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,500.0,10.0,0.1,7.0,Rejection of neutral endocrine disrupting compounds (EDCs) and pharmaceutical active compounds (PhACs) by RO membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,70.0,low
XLE,RO,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,33.0,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,96.0,0.212755369932112,2.17458382001429,1.37964715023936,0.27668379805783,0.187318554159386,67.2,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,90.0,100.0,7.1,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,99.8,high
NF90,NF,Glutaric acid,110-94-1,O=C(O)CCCC(=O)O,132.115,0.409434976522524,0.309664286290564,-1.928,0.046,1.429,4.15059186767631e-09,5.41,,,,640000.0,-0.481230227975588,0.302855790648419,56.1,3.23,5.19,52.61512,0.36,1.28,1.05,0.75,0.9619,118.0,0.23866774606206,1.29747019192968,0.0884885150866807,0.128914037287203,-1.05301535145567,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,482.633,10.0,11.0,5.5,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,132.115,0.32590000000000025,74.6,2,2,0,4,0.6,87.21,low
NF90,NF,Tribromoacetic acid,75-96-7,O=C(O)C(Br)(Br)Br,296.74,0.366393231378529,0.451277658539598,-0.9984,1.98,3.098,1.09749890685452e-05,0.72,,-1.25,-1.26,200000.0,-0.478918559156417,0.342015253924122,78.4,3.39,3.96,27.246336,1.08,1.26,0.98,0.31,0.9898,118.0,0.23866774606206,1.8908196268056,0.793559607502068,0.346159132041155,-1.56231870882676,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,296.74,1.9095,37.3,1,1,0,0,0.5,100.0,high
ESPA1,RO,Nizatidine,76963-41-2,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(CN(C)C)=N1,331.45,0.679860279763423,0.475119163962459,0.2591,0.772,1.249,5.95462186967451e-06,,7.31,1.0,1.0,33000.0,-0.369830000853134,0.273570191682337,,4.97,9.3,-7.92846,1.82,2.87,0.43,2.29,2.4622,200.0,0.320205775712734,1.48379323547462,0.234055894691001,1.36165460833449,,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,331.4670000000001,1.3224999999999998,83.33,8,2,1,10,0.5833333333333334,93.6857,high
UTC70,RO,Phenacetine,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,179.219,0.487903679018718,0.356882240509115,0.0,1.41,1.21,8.44931878691915e-06,14.57,2.4,1.58,1.58,766.0,-0.49388743379012,0.220747436318834,39.0,3.45,6.9,0.0,0.94,1.48,0.48,0.86,1.4542,65.0,0.171217516485414,2.08437926115765,1.17587838202881,1.0,-0.672256548678789,54.4,47.5044003738735,-15.88,-1.17752296418172,-71.2787200719548,66.1,300.0,10.0,10.0,7.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,179.219,2.0437,38.33,2,1,1,3,0.3,86.02,low
VNF2,NF,Mefenamic acid,61-68-7,CC1=CC=CC(NC2=CC=CC=C2C(=O)O)=C1C,241.29,0.56245533155976,0.409858362998275,-1.0,5.398,1.203,7.04395683630564e-06,4.2,,3.49,2.04,13.7,-0.477583340517595,0.337309746242333,51.7,4.92,6.43,52.0,1.65,1.35,0.65,0.54,1.9211,150.0,0.272796180254854,1.50243439118309,0.252440317443522,0.132038819549477,-1.25424763777865,79.4,64.215042140265,-52.0,-4.47691394401117,-170.09014908769,115.5,500.0,10.0,0.1,7.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment,241.29,3.7452400000000017,49.33,2,2,2,3,0.13333333333333333,86.33,low
NF90,NF,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,27.29,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,118.0,0.23866774606206,1.93848725983788,0.880758336878012,0.345571130038132,0.185789743932098,73.5,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,250.0,90.0,100.0,3.5,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,97.85,high
NF270,NF,perﬂuorooctane sulfonate,1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499.12,0.527594541290943,0.574836841254657,-1.0,5.43,,,-0.27,,3.66,3.66,553.0,2.80316778090608,3.29741248029618,19.6,4.04,6.89,42.7,-0.692,1.161,0.003,0.996,1.8763,340.0,0.430317700421346,1.33584289163984,0.112790447865009,0.189653457263089,0.0983964036506656,23.2,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,400.0,10.0,0.5,7.0,Perﬂuorooctane sulfonate removal by nanoﬁltration membrane the role of calcium ions,500.1259999999999,4.841100000000001,54.370000000000005,2,1,0,7,1.0,95.98,high
NF90,NF,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.9857,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,26.899753,1.89,2.23,0.58,1.29,1.7244,118.0,0.23866774606206,1.75647561937335,0.572255362706293,0.350862026623388,-1.40025216674653,63.2,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,690.0,10.0,0.8,8.0,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,79.55,low
NF90,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,118.0,0.23866774606206,1.70056816150403,0.490795748913137,1.0,,59.8,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,280.0,10.0,0.053,7.0,Artiﬁcial neural network models based on QSAR for predicting rejection of neutral organic compounds by polyamide nanoﬁltration and reverse osmosis membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,95.2,high
NF270,NF,Hydrocortisone,50-23-7,C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,362.466,0.578865269298478,0.495316721723911,0.0,1.275,1.4,1.75619089106236e-09,12.58,,,,320.0,-0.392772864402291,0.189629162907463,58.8,4.45,7.53,0.0,2.03,3.49,0.71,1.9,2.7976,340.0,0.430317700421346,1.15104891395107,0.0228157744057978,1.0,-1.22012599321987,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,1000.0,15.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,362.4660000000002,1.7815999999999996,94.83,5,3,4,2,0.8095238095238095,94.8,high
SW30XLE,RO,Cinnamic Acid,621-82-9,O=C(O)/C=C/C1=CC=CC=C1,148.161,0.442954850972421,0.32663262213404,-0.046,2.136,1.184,2.86015232525621e-09,4.34,,1.13,-0.66,546.0,-0.478073604465958,0.327821184684523,49.7,3.51,5.59,0.69,0.973,1.281,0.591,0.796999999999999,1.192,100.0,0.217648387362773,1.50073531943801,0.250735860132686,0.973492000323966,-1.0194824686248,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,20.0,3.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,148.161,1.7844,37.3,1,1,1,2,0.0,98.6,high
SWC1,RO,Hydrocortisone,50-23-7,C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,362.466,0.578865269298478,0.495316721723911,0.0,1.275,1.4,1.75619089106236e-09,12.58,,,,320.0,-0.392772864402291,0.189629162907463,58.8,4.45,7.53,0.0,2.03,3.49,0.71,1.9,2.7976,100.0,0.217648387362773,2.27576564074571,1.62757797010731,1.0,-1.23433378708614,48.8,44.2914001982887,-30.6,-2.36766939804397,-112.746821596111,52.9,1000.0,10.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,362.4660000000002,1.7815999999999996,94.83,5,3,4,2,0.8095238095238095,99.9,high
SW30XLE,RO,4-Hydroxybenzoic Acid ,99-96-7,O=C(O)C1=CC=C(O)C=C1,138.12,0.428153010032629,0.316137058099207,-0.9997,1.327,1.46,3.71947634267095e-09,4.54,,0.51,-1.15,5000.0,-0.507966178790397,0.335182859636364,64.4,3.63,5.05,14.9955,0.93,0.9,0.81,0.56,0.9904,100.0,0.217648387362773,1.45251275201168,0.204767790733184,0.557740694873663,-1.43705077500443,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,20.0,7.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,138.12199999999999,1.0903999999999998,57.53,2,2,1,1,0.0,99.2,high
ESPA1,RO,Diltiazem,42399-41-7,COC1=CC=C([C@@H]2SC3=CC=CC=C3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)C=C1,414.52,0.721837931948717,0.527236745777657,0.9374,2.727,1.26,1.22127539539694e-09,,8.06,0.55,2.06,465.0,-0.496768207338094,0.30296730597444,,6.13,8.5,-28.68444,2.66,2.14,0.0,2.22,3.1365,200.0,0.320205775712734,1.64655601418838,0.418034679483165,3.0552161925477,,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,414.52700000000016,3.368500000000002,59.080000000000005,6,0,3,6,0.36363636363636365,98.3872,high
XLE440,RO,Perchloroethylene,127-18-4,ClC(Cl)=C(Cl)Cl,165.82,0.350354106583611,0.344206461163455,0.0,2.615,1.6227,1.05564938648113e-05,,0.11,3.4,3.4,206.0,-0.0682208966360067,0.136441793272013,35.6,3.18,3.86,0.0,0.64,0.44,0.0,0.0,0.837,150.0,0.272796180254854,1.26177155721861,0.0685243481686559,1.0,-0.50489622074758,39.8,39.6926265040454,-15.3,-1.13322875469847,-43.054445595267,,410.0,2880.0,0.1,8.0,Solute transport model for trace organic neutral and charged compounds through nanofilltration and reverse osmosis membranes,165.834,3.0682,0.0,0,0,0,0,0.0,71.0,low
XLE,RO,2-Naphthol,135-19-3,OC1=CC=C2C=CC=CC2=C1,144.173,0.446375402548124,0.32251103840441,0.0,2.659,1.28,2.80008632356782e-09,9.51,,2.7,2.7,755.0,-0.507943524733119,0.115716524607718,51.0,3.93,5.07,0.0,1.52,1.08,0.61,0.4,1.1441,96.0,0.212755369932112,1.51587731255535,0.26612940160933,1.0,-0.93049579142346,46.9,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,552.0,239.14,0.1,7.0,Adsorption of hydrophobic compounds onto NF/RO membranes: an artifact leading to overestimation of rejection,144.17299999999997,2.5454,20.23,1,1,2,0,0.0,60.495,low
ESPA1,RO,Erythromycin,114-07-8,CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2CC(C)(OC)[C@@H](O)C(C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)CC(N(C)C)[C@H]2O)C(C)(O)C[C@@H](C)C(=O)C(C)[C@@H](O)C1(C)O,733.937,0.797844596397068,0.687824430589512,1.0,2.596,1.2,6.58786284917566e-10,,8.9,-0.02,1.69,2000.0,-0.458936581170685,0.311188420284121,51.4,6.83,9.32,-30.6,2.9,3.73,1.25,4.96,5.773,200.0,0.320205775712734,2.14807003108707,1.31806479628027,3.29179870320091,-0.887705570237461,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,733.9370000000002,1.785600000000004,193.91,14,5,3,7,0.9459459459459459,94.7621,high
RE-BLR,RO,Bromoform,75-25-2,CCC(CC)OC(=O)C(CC)CC,252.731,0.334415908712489,0.418790935691861,0.0,2.276,2.8899,4.08160650555954e-09,14.98,,2.4,2.4,3100.0,-0.0637169051263124,0.124221039142941,49.8,3.27,3.42,0.0,0.97,0.68,0.15,0.06,0.7745,100.0,0.217648387362773,1.92416282411423,0.854076925474789,1.0,-0.971619305739195,47.0,43.3132974569274,-17.61,-1.31055524865276,-62.4077579977046,,480.0,2880.0,0.1,8.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis,186.29499999999996,3.1544000000000016,26.3,2,0,0,6,0.9090909090909091,50.0,low
NF90,NF,Dexamethasone,50-02-2,C[C@@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,0.60091430337445,0.51399155556112,0.0,1.682,1.32,1.38973749748739e-09,12.13,,1.83,1.83,89.0,-0.389712415855976,0.189906192226869,56.5,4.86,7.43,0.0,2.04,3.51,0.71,1.92,2.9132,118.0,0.23866774606206,2.15358616336649,1.33076103631062,1.0,-1.06296519759631,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,1500.0,10.0,10.0,7.0,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes,392.4670000000002,1.8957000000000002,94.83,5,3,4,2,0.7272727272727273,99.4,high
BW30,RO,Caffeine,58-08-2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,194.194,0.472580151931924,0.370463089957864,0.0,-0.546,1.23,1.80562697831881e-09,10.4,,0.28,0.28,21600.0,-0.327863466099482,0.331703432635988,55.7,4.44,5.03,0.0,1.5,1.82,0.08,1.25,1.3632,100.0,0.217648387362773,1.70211732072419,0.492968732060915,1.0,-1.23376421959861,59.8,50.8239585708829,-16.26,-1.20662429949634,-57.4586362189063,68.3,2000.0,10.0,0.5,7.0,Assessing potential of nanofilltration and reverse osmosis for removal of toxic pharmaceuticals from water,194.194,-1.0293,61.82,3,0,2,0,0.375,93.93,high
XLE,RO,2-Naphthol,135-19-3,OC1=CC=C2C=CC=CC2=C1,144.173,0.446375402548124,0.32251103840441,0.0,2.659,1.28,2.80008632356782e-09,9.51,,2.7,2.7,755.0,-0.507943524733119,0.115716524607718,51.0,3.93,5.07,0.0,1.52,1.08,0.61,0.4,1.1441,96.0,0.212755369932112,1.51587731255535,0.26612940160933,1.0,-0.93049579142346,46.9,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,552.0,35.29,0.1,7.0,Adsorption of hydrophobic compounds onto NF/RO membranes: an artifact leading to overestimation of rejection,144.17299999999997,2.5454,20.23,1,1,2,0,0.0,96.304,high
LFC1,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-3.16544,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.13116581940877,,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,120.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,99.4,high
SW30XLE,RO,"1,3-Propandiol",504-63-2,OCCCO,76.095,0.341583079206216,0.239542809486111,0.0,-1.04,1.04,4.22315031911951e-09,14.8,,-1.04,-1.04,1000000.0,-0.39628647261089,0.0452382368238775,41.0,2.67,4.37,0.0,0.37,0.771,0.693,0.685999999999999,0.6487,100.0,0.217648387362773,1.10059537949548,0.0101194303758396,1.0,-0.742556867003883,55.0,47.8630498332721,-15.0,-1.11037496503814,-52.8753077568041,,1550.0,10.0,2000.0,7.0,A Path to Ultraselectivity: Support Layer Properties To Maximize Performance of Biomimetic Desalination Membranes ,76.095,-0.6389,40.46,2,2,0,2,1.0,96.5,high
BW30,RO,perﬂuorohexanoate,307-24-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.047,0.455792716045353,0.462654385075525,-1.0,3.712,,,-0.16,,2.48,2.48,1000.0,-0.254939806228499,0.34831623179593,17.4,3.69,5.63,16.26,-0.640999999999999,0.272999999999999,0.827,0.641,1.2446,100.0,0.217648387362773,2.12569636137197,1.26719229800609,0.53094576915775,0.198367238319923,43.7,41.5941623789302,-16.26,-1.20662429949634,-57.4586362189063,68.3,2000.0,90.0,100.0,3.5,Selection of High Flux Membrane for the Eﬀective Removal of ShortChain Perﬂuorocarboxylic Acids,314.04999999999995,3.1745,37.3,1,1,0,4,0.8333333333333334,99.19,high
NF270,NF,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-42.23884,1.15,1.34,0.26,1.44,1.9767,340.0,0.430317700421346,0.943264816170032,0.00321888108422026,5.17894396679069,,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,1000.0,480.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,44.9,low
NF70,NF,perﬂuorooctanoate,335-67-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,413.063,0.505276162113354,0.52637345979351,-1.0,5.113,,,0.0,,1.85,1.82,1.0,-0.254939806222316,0.348316233238499,16.8,3.76,6.79,25.0,-0.924999999999999,0.147,0.827,0.651,1.59719999999999,350.0,0.43732202896936,1.20362896201232,0.0414647541702148,0.377798648932883,0.204961804164274,25.3,33.9945158620025,-25.0,-1.89743927061638,-44.9681717271164,,600.0,10.0,0.001,6.5,Nanofilltration of perfluorooctanoic acid and perfluorooctane sulfonic acid as a function of water matrix properties,414.06399999999996,4.4451,37.3,1,1,0,6,0.875,70.76,low
NF270,NF,Acetaminophen,103-90-2,CC(=O)NC1=CC=C(O)C=C1,151.17,0.445,0.329703301751681,-0.0003,0.49,1.293,3.25613433569989e-09,9.5,,0.49,0.49,14000.0,-0.507964315792578,0.220747436312425,52.8,3.49,5.67,0.01281,1.12,1.63,1.01,0.91,1.1724,340.0,0.430317700421346,0.766185777226574,0.0546690907711413,0.999501357329207,-1.05667803733475,29.8,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,360.0,0.001,6.0,Nanofiltration as tertiary treatment method for removing trace pharmaceutically active compounds in wastewater from wastewater treatment plants,151.165,1.3505999999999998,49.33,2,2,1,1,0.125,79.2,low
TS80,NF,Sulfamethizole,144-82-1,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,270.33,0.521925282008833,0.432119217865724,-0.6622,0.214,1.562,7.69563213791691e-06,2.1,5.3,0.21,-1.14,611.0,-0.398727717127473,0.263206343208584,86.4,4.98,5.47,21.65394,2.14,2.4,0.61,1.44,1.7881,200.0,0.320205775712734,1.34950475800721,0.122153575869678,0.430368902915658,-2.00135974749485,56.6,48.8322519228077,-32.7,-2.55095244685132,-82.5680260382328,89.1,1034.21,1440.0,0.00135,7.0,The rejection of endocrine disrupting and pharmaceutically active compounds by NF and RO membranes as a function of compound and water matrix properties,270.339,1.2295199999999997,97.97,6,2,2,3,0.1111111111111111,22.4,low
NF90,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,118.0,0.23866774606206,1.70056816150403,0.490795748913137,1.0,,37.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,99.8326,high
XLE,RO,Bisphenol A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,228.291,0.50456515932038,0.399430002538968,0.0,4.045,1.195,1.62370988297606e-09,9.6,,3.32,3.32,300.0,-0.507966636216091,0.115095934665927,46.0,4.53,5.62,0.0,1.61,1.49,1.01,0.91,1.8643,96.0,0.212755369932112,1.87741443455186,0.76985608995996,1.0,-0.795346906252196,65.0,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,500.0,10.0,0.1,7.0,Rejection of neutral endocrine disrupting compounds (EDCs) and pharmaceutical active compounds (PhACs) by RO membranes,228.291,3.423700000000002,40.46,2,2,2,2,0.2,83.0,low
SB50,RO,Glucose,5996-10-1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.156,0.439182194538895,0.357749404273844,0.0,-2.933,1.544,2.78258627358294e-09,12.45,,-3.24,-3.24,1000000.0,-0.393579132910773,0.150754829516619,81.7,4.01,4.81,0.0,1.056,1.63099999999999,1.19399999999999,1.995,1.1976,152.0,0.274816201263342,1.30177697904729,0.0910693450829085,1.0,-1.96893284908305,63.0,52.8815417227594,-11.0,-0.808970155470014,-30.5090628904823,,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,180.156,-3.2214000000000005,110.38000000000001,6,5,1,1,1.0,99.541,high
ESNA,RO,Primidone,125-33-7,CCC1(C2=CC=CC=C2)C(=O)NCNC1=O,218.256,0.474531347752706,0.391160385585682,0.0,1.118,1.138,7.23579986140566e-06,12.3,4.31,0.91,0.91,500.0,-0.337465719619899,0.24107687820318,38.5,4.17,5.4,0.0,1.527,2.59,0.645,2.557,1.72719999999999,250.0,0.362583501346483,1.07881462927319,0.00621174578747037,1.0,-0.626098678450056,47.3,43.4743783352707,-10.1,-0.741894367174076,-21.2066825638867,22.8,552.0,480.0,0.001,8.0,"Rejection of organic micropollutants (disinfection by-products, endocrine disrupting compounds, and pharmaceutically active compounds) by NF/RO membranes",218.25599999999994,0.5378999999999999,58.2,2,2,2,2,0.3333333333333333,72.0,low
